time,ax,ay,az,gx,gy,gz,gnss_x,gnss_y,gnss_z,gnss_vx,gnss_vy,gnss_vz,baro_h,mag_yaw,truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_yaw
0.0,0.08009841226859865,0.1338996430006776,9.848068971571024,-0.006905918387572742,-0.006046707851717226,0.07128353445003538,25.505554426313775,-1.077775534498899,3.986117854079234,0.11750070644473842,2.096440100179508,-0.04259373969017115,4.992397986616904,1.546906555503412,25.0,0.0,5.0,-0.0,2.0,0.06,1.5707963267948966
0.02,0.08481148820779505,0.2172172196443627,9.830620478516394,-0.0042047489981994045,0.0033984205018519824,0.08476887008160061,,,,,,,,,24.999968000006824,0.039999982933335516,5.0011999998,-0.0031999986346668416,1.999997440000546,0.0599999700000025,1.5723963267948964
0.04,0.0884331399198318,0.03556255642334363,9.867653854206939,0.008953031944582877,-0.01494214547285082,0.07662384238959782,,,,,,,,,24.999872000109228,0.07999986346673657,5.0023999984000005,-0.006399989077338926,1.9999897600087382,0.059999880000039994,1.5739963267948962
0.06,-0.07209781918406759,0.0068369808172019375,9.722652196990163,-0.0003509113107468126,-0.014174464814437031,0.08391264358821703,,,,,,,,,24.99971200055296,0.11999953920053083,5.003599994600003,-0.009599963136042467,1.9999769600442368,0.0599997300002025,1.575596326794896
0.08,0.09254008692993801,0.09504552442960365,9.66864722316636,-0.003386928958466366,-0.00198500945401072,0.08233308986003308,,,,,,,,,24.999488001747626,0.1599989077355703,5.00479998720001,-0.012799912618845624,1.99995904013981,0.059999520000639996,1.5771963267948967
0.1,-0.0424108612404315,0.07177973791728555,9.79170347381797,-0.006088372394255992,0.009108986233860788,0.07312465324668105,,,,,,,4.97887470789355,,24.99920000426666,0.1999978666734933,5.005999975000031,-0.015999829333879466,1.9999360003413327,0.0599992500015625,1.5787963267948966
0.12,0.07739826360435831,0.18075118939065393,9.823293965488537,0.0008829805041584036,-0.00039535856750519405,0.08183781774255063,,,,,,,,,24.998848008847332,0.23999631361698687,5.007199956800077,-0.019199705089358948,1.9999078407077866,0.059998920003239996,1.5803963267948964
0.14,-0.01800446611341533,0.11609121843016071,9.978684873910824,-0.013471446781284823,0.007093826880215983,0.08239354025696582,,,,,,,,,24.99843201639076,0.2799941461700487,5.008399931400168,-0.022399531693603897,1.9998745613112607,0.05999853000600249,1.581996326794897
0.16,0.028682368471422345,0.27003332370739386,9.930956777222777,-0.009992889021052234,-0.0007548377122853657,0.08696689583670186,,,,,,,,,24.997952027961873,0.31999126193824917,5.009599897600328,-0.025599300955059936,1.9998361622369498,0.05999808001023998,1.583596326794897
0.18,0.06489742997194009,0.16463282137561652,9.864651614752546,0.00867247560834328,0.01288522591656152,0.07444337748994348,,,,,,,,,24.997408044789452,0.3599875585289939,5.010799854200591,-0.02879900468231951,1.9997926435831561,0.05999757001640245,1.5851963267948967
0.2,0.09625108883116873,0.07293539387692677,9.880151473398065,-0.009871945278501399,-0.007293015965026732,0.07923804027195504,25.776527209031794,1.044410972448825,6.817552675643903,0.26666688835899566,2.0882198512601517,0.0319190736260208,5.383121533535807,1.6065615068204124,24.996800068266083,0.3999829335517854,5.011999800001,-0.03199863468414283,1.9997440054612867,0.059997000024999914,1.5867963267948966
0.22,0.15190110976803262,0.20161776059633052,9.764084777266756,-0.005946423659870496,0.004969034225734218,0.061275802158255066,,,,,,,,,24.996128099948194,0.43997728461848534,5.013199733801611,-0.03519818276947883,1.9996902479958556,0.05999637003660235,1.5883963267948964
0.24,0.04294641080381059,0.10221704594639287,9.970525199046941,0.008894039005707555,-0.004772134202221979,0.07751424105900041,,,,,,,,,24.99539214155602,0.479970509343577,5.014399654402489,-0.03839764074748616,1.9996313713244815,0.05999568005183974,1.5899963267948962
0.26,0.059984367958565904,0.23188235203649282,9.835719005692663,-0.001036803883647294,0.0020258906728526536,0.07999229554913545,,,,,,,,,24.994592194973613,0.519962505344427,5.015599560603713,-0.04159700042755416,1.999567375597889,0.059994930071402094,1.591596326794896
0.28,0.06421726176274219,0.020874628547915497,9.869036283928903,-0.0024358122297441923,0.010161277761902227,0.08773088502701165,,,,,,,,,24.99372826224884,0.5599531702415472,5.016799451205379,-0.044796253619323774,1.9994982609799072,0.05999412009603937,1.5931963267948968
0.3,0.07806851095920539,0.16347048186138752,9.84276543755043,0.012521263584269469,-0.001553995606716266,0.08703382354180414,,,,,,,5.139528540809279,,24.992800345593363,0.5999424016588573,5.017999325007594,-0.04799539213270858,1.999424027647469,0.05999325012656155,1.5947963267948966
0.32,-0.02327145962587901,0.1377344039102744,9.734895672658652,-0.018353289449399325,-0.004544768777114372,0.07220072392401405,,,,,,,,,24.991808447382656,0.6399300972239469,5.019199180810486,-0.05119440777791575,1.9993446757906124,0.0599923201638386,1.5963963267948964
0.34,0.0931242236569779,0.28958053011888396,9.803411147943498,-0.004239435864439059,0.000554039460646989,0.08613013291412357,,,,,,,,,24.990752570155966,0.6799161545683371,5.020399017414198,-0.054393292365466965,1.9992602056124773,0.059991330208800486,1.5979963267948971
